species,mpg,pop,method,spawningyear,abundance,modeled
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2012,1120,892
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2013,609,645
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2014,768,859
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2015,656,538
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2016,368,406
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2017,75,110
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2018,144,155
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2019,148,113
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2021,152,175
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2022,514,400
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2023,178,174
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2024,158,201
Chinook salmon,Dry Clearwater,South Fork Clearwater River Upper Mainstem,2,2025,270,248
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2011,340,120
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2012,121,95
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2013,83,70
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2014,113,115
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2015,70,79
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2016,63,82
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2017,34,27
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2018,18,29
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2019,9,21
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2021,49,30
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2022,30,54
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2023,25,30
Chinook salmon,Grande Ronde / Imnaha,Big Sheep Creek,2,2024,42,45
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2011,615,350
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2012,328,276
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2013,275,203
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2014,570,333
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2015,256,230
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2016,190,239
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2017,39,78
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2018,31,83
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2019,55,60
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2020,160,115
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2021,111,88
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2022,139,157
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2023,59,88
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2024,145,131
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,1,2025,131,128
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2011,194,634
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2012,625,500
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2013,623,368
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2014,898,604
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2015,521,417
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2016,404,434
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2017,113,142
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2018,107,150
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2019,158,109
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2021,173,160
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2022,230,285
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2023,133,159
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2024,287,238
Chinook salmon,Grande Ronde / Imnaha,Catherine Creek,2,2025,269,232
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2011,131,113
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2012,91,89
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2013,129,66
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2014,545,108
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2015,218,74
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2016,43,77
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2017,19,25
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2018,39,27
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2019,7,19
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2020,57,37
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2021,24,29
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2022,98,51
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2023,24,28
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2024,24,42
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,1,2025,2,41
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2012,151,182
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2013,71,134
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2015,315,152
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2016,138,158
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2017,34,52
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2018,160,55
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2019,17,40
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2021,51,58
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2022,150,104
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2024,103,87
Chinook salmon,Grande Ronde / Imnaha,Grande Ronde River Upper Mainstem,2,2025,72,84
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2011,893,847
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2012,674,668
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2013,503,492
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2014,719,807
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2015,540,558
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2016,627,580
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2017,247,190
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2018,183,201
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2019,151,145
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2020,261,278
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2021,190,214
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2022,299,381
Chinook salmon,Grande Ronde / Imnaha,Imnaha River Mainstem,1,2023,232,212
